@relation HI-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R1-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R9-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R10-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R11-precision6

@attribute whrswk {0_30,31_60,61_max}
@attribute hhi {no,yes}
@attribute whi {no,yes}
@attribute hhi2 {no,yes}
@attribute education {13-15years,12years,9-11years,16years,>16years,<9years}
@attribute race {white,black,other}
@attribute hispanic {no,yes}
@attribute experience {0_16,17_33,34_max}
@attribute kidslt6 {0_1,2_3,4_max}
@attribute kids618 {0_2,3_5,6_max}
@attribute husby {0_61,62_122,123_max}
@attribute region {northcentral,other,south,west}
@attribute wght numeric

@data
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,northcentral,301275
0_30,yes,no,yes,13-15years,black,no,0_16,0_1,0_2,0_61,northcentral,291591
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,290184
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,62_122,northcentral,272861
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,267354
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,166065
0_30,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,northcentral,278306
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,northcentral,283263
31_60,yes,no,yes,>16years,white,no,17_33,0_1,0_2,0_61,northcentral,287043
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,276841
31_60,no,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,252332
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,156040
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,northcentral,153797
31_60,yes,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,163561
31_60,yes,no,yes,>16years,white,no,34_max,0_1,0_2,0_61,northcentral,153797
31_60,yes,yes,yes,16years,white,no,0_16,0_1,3_5,0_61,northcentral,147739
31_60,no,no,no,12years,white,no,17_33,0_1,3_5,0_61,northcentral,162088
0_30,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,northcentral,162946
0_30,yes,no,yes,<9years,white,no,17_33,0_1,0_2,0_61,northcentral,169900
31_60,yes,no,yes,12years,white,no,17_33,0_1,3_5,0_61,northcentral,159388
31_60,no,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,182186
31_60,no,no,no,13-15years,white,no,17_33,0_1,3_5,0_61,northcentral,159388
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,159388
0_30,yes,no,yes,9-11years,black,no,34_max,0_1,0_2,0_61,northcentral,199324
0_30,no,no,no,<9years,black,no,17_33,0_1,0_2,0_61,northcentral,452784
31_60,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,341810
31_60,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,northcentral,362160
0_30,no,yes,yes,13-15years,black,no,34_max,0_1,0_2,0_61,northcentral,450206
0_30,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,393084
0_30,yes,no,yes,<9years,white,no,34_max,0_1,0_2,0_61,northcentral,376995
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,62_122,northcentral,172069
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,62_122,northcentral,172069
0_30,yes,no,yes,>16years,white,no,0_16,0_1,0_2,0_61,northcentral,173951
31_60,no,yes,no,>16years,white,no,17_33,0_1,0_2,0_61,northcentral,145163
0_30,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,northcentral,151261
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,northcentral,189690
0_30,yes,no,yes,16years,white,no,34_max,0_1,0_2,0_61,northcentral,166832
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,northcentral,173951
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,northcentral,160266
31_60,no,yes,no,12years,white,yes,0_16,0_1,0_2,0_61,northcentral,71696
31_60,yes,yes,yes,16years,white,no,34_max,0_1,0_2,0_61,northcentral,163567
0_30,yes,yes,yes,>16years,white,no,34_max,0_1,0_2,0_61,northcentral,169803
31_60,yes,yes,yes,13-15years,black,no,17_33,0_1,0_2,0_61,northcentral,151914
0_30,yes,no,yes,12years,black,no,0_16,2_3,0_2,0_61,northcentral,202513
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,172069
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,189690
0_30,no,no,yes,9-11years,black,no,34_max,0_1,0_2,0_61,northcentral,192178
0_30,no,no,no,9-11years,white,no,34_max,0_1,0_2,0_61,northcentral,154594
0_30,no,no,no,9-11years,white,no,34_max,0_1,0_2,0_61,northcentral,154594
31_60,yes,yes,yes,13-15years,white,no,0_16,0_1,0_2,62_122,northcentral,165395
0_30,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,northcentral,130417
0_30,no,no,no,16years,white,no,0_16,2_3,0_2,62_122,northcentral,130417
31_60,yes,no,yes,13-15years,white,yes,17_33,0_1,0_2,0_61,northcentral,109922
31_60,yes,yes,yes,13-15years,white,yes,17_33,0_1,0_2,0_61,northcentral,104868
31_60,no,yes,no,9-11years,black,no,17_33,0_1,0_2,0_61,northcentral,166110
31_60,yes,no,yes,<9years,white,no,34_max,0_1,0_2,0_61,northcentral,158727
31_60,no,yes,yes,9-11years,white,yes,17_33,0_1,0_2,0_61,northcentral,109922
31_60,yes,yes,yes,<9years,white,yes,0_16,0_1,0_2,0_61,northcentral,81011
31_60,no,yes,yes,16years,black,no,0_16,0_1,0_2,0_61,northcentral,166110
31_60,yes,yes,yes,13-15years,black,no,17_33,0_1,0_2,0_61,northcentral,205658
0_30,no,no,no,12years,white,yes,34_max,0_1,0_2,0_61,northcentral,116100
31_60,yes,no,yes,<9years,white,yes,17_33,0_1,3_5,0_61,northcentral,106373
0_30,no,no,no,9-11years,white,yes,0_16,0_1,0_2,0_61,northcentral,115759
31_60,no,no,no,<9years,white,yes,34_max,0_1,0_2,0_61,northcentral,108733
0_30,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,northcentral,178851
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,62_122,northcentral,189088
0_30,no,no,no,<9years,white,yes,17_33,2_3,0_2,0_61,northcentral,75370
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,166785
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,northcentral,181876
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,northcentral,181876
31_60,yes,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,181876
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,173160
0_30,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,northcentral,165805
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,181876
0_30,yes,no,yes,13-15years,white,no,0_16,2_3,0_2,0_61,northcentral,145030
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,northcentral,166785
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,166785
0_30,yes,no,yes,9-11years,white,no,17_33,0_1,0_2,0_61,northcentral,159116
31_60,no,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,173160
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,62_122,northcentral,159116
0_30,yes,no,yes,16years,white,no,17_33,0_1,0_2,62_122,northcentral,164980
31_60,no,yes,no,>16years,white,no,17_33,0_1,0_2,62_122,northcentral,153664
31_60,yes,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,145030
31_60,yes,yes,yes,13-15years,white,no,34_max,0_1,0_2,0_61,northcentral,156829
31_60,no,yes,no,>16years,white,no,34_max,0_1,0_2,0_61,northcentral,156829
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,northcentral,153664
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,62_122,northcentral,145030
0_30,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,northcentral,159959
31_60,yes,no,yes,16years,black,no,17_33,0_1,0_2,0_61,northcentral,145600
31_60,yes,yes,yes,13-15years,black,no,17_33,0_1,0_2,0_61,northcentral,145600
31_60,no,yes,no,16years,black,no,34_max,0_1,0_2,0_61,northcentral,190949
31_60,no,yes,yes,12years,black,no,17_33,0_1,0_2,0_61,northcentral,167529
31_60,no,yes,yes,13-15years,black,no,17_33,0_1,0_2,0_61,northcentral,145600
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,114358
31_60,yes,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,181876
31_60,no,yes,no,>16years,white,no,0_16,0_1,0_2,0_61,northcentral,166785
31_60,yes,no,yes,>16years,white,no,34_max,0_1,0_2,0_61,northcentral,156829
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,northcentral,156829
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,159116
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,northcentral,156768
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,northcentral,145030
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,159116
31_60,no,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,northcentral,145030
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,northcentral,164980
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,northcentral,145030
0_30,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,northcentral,153664
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,153664
0_30,yes,no,yes,9-11years,white,no,17_33,0_1,0_2,0_61,northcentral,166785
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,159116
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,northcentral,166785
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,145030
0_30,no,no,no,9-11years,white,no,34_max,0_1,0_2,0_61,northcentral,153664
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,164980
31_60,no,yes,no,9-11years,white,no,0_16,0_1,0_2,0_61,northcentral,145030
31_60,no,no,no,12years,white,no,0_16,0_1,0_2,0_61,northcentral,727520
0_30,no,no,yes,12years,white,no,0_16,2_3,0_2,0_61,northcentral,629517
31_60,no,yes,yes,>16years,white,no,0_16,2_3,0_2,0_61,northcentral,174034
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,166032
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,northcentral,160342
31_60,yes,yes,yes,13-15years,black,no,17_33,0_1,0_2,0_61,northcentral,151986
31_60,yes,no,yes,12years,black,no,17_33,0_1,0_2,0_61,northcentral,207271
31_60,no,yes,yes,9-11years,white,no,17_33,0_1,0_2,0_61,northcentral,159388
0_30,no,no,no,12years,white,no,0_16,0_1,3_5,0_61,northcentral,145907
31_60,yes,no,yes,>16years,white,no,0_16,0_1,0_2,0_61,northcentral,145907
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,159388
0_30,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,northcentral,153926
0_30,yes,no,yes,12years,white,no,0_16,0_1,3_5,0_61,northcentral,145277
31_60,yes,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,northcentral,173011
31_60,no,no,no,13-15years,white,no,17_33,2_3,0_2,0_61,northcentral,159388
0_30,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,northcentral,157097
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,164697
31_60,no,yes,yes,>16years,white,no,17_33,0_1,0_2,0_61,northcentral,164697
31_60,yes,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,northcentral,150117
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,62_122,northcentral,164697
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,northcentral,150117
31_60,yes,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,northcentral,159054
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,170678
0_30,no,no,no,16years,white,no,17_33,0_1,3_5,62_122,northcentral,170767
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,northcentral,165569
61_max,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,northcentral,158971
31_60,no,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,158971
31_60,yes,yes,yes,>16years,white,no,34_max,0_1,0_2,0_61,northcentral,168430
31_60,no,yes,no,>16years,white,no,17_33,0_1,0_2,0_61,northcentral,170767
31_60,yes,yes,yes,12years,white,no,34_max,0_1,0_2,0_61,northcentral,159054
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,62_122,northcentral,172635
0_30,no,no,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,164697
31_60,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,northcentral,165569
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,northcentral,168518
0_30,yes,no,yes,16years,white,no,0_16,0_1,0_2,62_122,northcentral,172545
31_60,no,yes,no,13-15years,black,no,17_33,0_1,0_2,0_61,northcentral,205498
0_30,yes,no,yes,12years,white,no,0_16,2_3,0_2,0_61,northcentral,188157
0_30,yes,no,yes,13-15years,white,no,0_16,4_max,0_2,0_61,northcentral,188157
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,161154
31_60,no,yes,yes,>16years,white,no,17_33,0_1,0_2,0_61,northcentral,158837
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,167093
31_60,no,yes,no,13-15years,white,no,17_33,0_1,3_5,0_61,northcentral,168921
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,northcentral,184204
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,northcentral,167713
31_60,yes,no,yes,13-15years,black,no,17_33,0_1,0_2,0_61,northcentral,147332
31_60,no,yes,no,13-15years,black,no,17_33,0_1,0_2,0_61,northcentral,200923
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,northcentral,168921
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,170452
0_30,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,northcentral,160277
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,northcentral,170452
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,northcentral,160277
0_30,no,no,no,13-15years,white,no,34_max,0_1,0_2,0_61,northcentral,83302
31_60,no,yes,no,13-15years,black,no,0_16,0_1,0_2,0_61,northcentral,285385
31_60,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,northcentral,93230
0_30,no,no,no,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,87082
31_60,no,yes,yes,16years,white,no,17_33,0_1,0_2,62_122,northcentral,93781
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,northcentral,89469
31_60,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,northcentral,88183
31_60,yes,no,yes,>16years,white,no,17_33,0_1,0_2,0_61,northcentral,92766
31_60,yes,yes,yes,>16years,white,no,0_16,0_1,0_2,0_61,northcentral,81548
31_60,yes,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,northcentral,93230
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,northcentral,86403
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,698494
0_30,no,yes,no,>16years,white,no,17_33,0_1,0_2,62_122,northcentral,158177
31_60,no,yes,no,16years,white,no,17_33,0_1,0_2,0_61,northcentral,169826
0_30,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,62_122,northcentral,164657
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,62_122,northcentral,169826
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,149289
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,northcentral,158177
0_30,no,no,no,12years,white,no,0_16,2_3,0_2,0_61,northcentral,170675
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,northcentral,161435
0_30,no,no,yes,16years,white,no,0_16,0_1,0_2,0_61,northcentral,83490
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,northcentral,178245
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,northcentral,157469
31_60,yes,no,yes,16years,white,no,17_33,0_1,0_2,0_61,northcentral,124789
0_30,yes,no,yes,16years,white,no,34_max,0_1,0_2,0_61,northcentral,127359
0_30,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,northcentral,129216
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,northcentral,140621
31_60,no,yes,yes,>16years,white,no,17_33,0_1,0_2,0_61,northcentral,170314
31_60,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,northcentral,160744
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,177518
31_60,no,yes,yes,16years,white,no,0_16,0_1,0_2,0_61,northcentral,175377
31_60,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,184204
31_60,no,yes,no,16years,white,no,0_16,0_1,0_2,0_61,northcentral,175377
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,167093
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,northcentral,183968
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,168704
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,166879
0_30,no,yes,yes,16years,white,no,34_max,0_1,0_2,0_61,northcentral,164681
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,62_122,northcentral,165953
0_30,yes,no,yes,12years,white,no,17_33,0_1,3_5,0_61,northcentral,167795
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,160079
31_60,yes,yes,yes,13-15years,white,no,34_max,0_1,0_2,0_61,northcentral,229580
0_30,no,yes,yes,>16years,white,no,0_16,0_1,0_2,62_122,northcentral,244156
0_30,no,yes,no,>16years,white,no,0_16,0_1,0_2,0_61,northcentral,249257
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,northcentral,160277
0_30,yes,no,yes,9-11years,white,no,0_16,0_1,3_5,0_61,northcentral,169451
0_30,no,no,no,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,148218
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,northcentral,150693
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,62_122,northcentral,161791
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,150693
0_30,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,150693
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,62_122,northcentral,162078
0_30,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,northcentral,163476
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,northcentral,148218
31_60,yes,no,yes,12years,white,yes,0_16,0_1,0_2,0_61,northcentral,86163
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,170502
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,northcentral,171355
31_60,yes,yes,yes,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,145030
0_30,no,no,no,13-15years,white,no,34_max,0_1,0_2,0_61,northcentral,240831
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,northcentral,146321
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,147922
31_60,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,northcentral,161305
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,northcentral,29892
31_60,no,yes,no,12years,white,no,0_16,2_3,0_2,0_61,northcentral,76551
31_60,yes,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,88034
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,83986
31_60,no,yes,no,12years,white,no,17_33,0_1,0_2,0_61,northcentral,93781
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,164174
0_30,yes,no,yes,9-11years,white,no,34_max,0_1,0_2,0_61,northcentral,152913
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,164174
0_30,no,no,no,13-15years,white,no,34_max,0_1,0_2,0_61,northcentral,271753
31_60,yes,no,yes,12years,white,no,17_33,0_1,3_5,62_122,northcentral,165970
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,165970
31_60,no,yes,no,>16years,white,no,17_33,0_1,0_2,0_61,northcentral,157156
31_60,yes,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,northcentral,150693
31_60,no,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,156040
31_60,no,yes,no,>16years,white,no,17_33,0_1,0_2,0_61,northcentral,88162
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,143750
31_60,yes,no,yes,16years,white,no,0_16,2_3,0_2,0_61,northcentral,143750
0_30,no,no,no,16years,white,no,0_16,0_1,0_2,0_61,northcentral,143750
0_30,no,no,no,9-11years,white,no,34_max,0_1,0_2,0_61,northcentral,154296
31_60,yes,no,yes,>16years,white,no,17_33,0_1,0_2,0_61,northcentral,165659
31_60,no,yes,no,12years,white,no,34_max,0_1,0_2,0_61,northcentral,160616
0_30,no,no,no,12years,white,no,34_max,0_1,0_2,0_61,northcentral,131783
31_60,yes,no,yes,16years,black,no,17_33,0_1,0_2,0_61,northcentral,176171
0_30,no,no,no,12years,white,no,0_16,0_1,3_5,0_61,northcentral,143750
0_30,no,yes,yes,13-15years,white,no,0_16,2_3,0_2,0_61,northcentral,171632
31_60,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,157712
31_60,no,yes,no,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,159770
31_60,yes,no,yes,16years,white,no,0_16,2_3,0_2,0_61,northcentral,144321
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,northcentral,315841
31_60,no,yes,no,9-11years,white,no,17_33,0_1,0_2,0_61,northcentral,326500
31_60,yes,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,northcentral,158339
31_60,no,yes,no,>16years,white,no,17_33,0_1,0_2,0_61,northcentral,158339
31_60,no,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,northcentral,172314
0_30,yes,no,yes,12years,white,no,34_max,0_1,0_2,0_61,northcentral,155086
31_60,yes,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,northcentral,146376
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,northcentral,138151
31_60,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,northcentral,157531
0_30,no,no,no,<9years,white,no,34_max,0_1,0_2,0_61,northcentral,307009
0_30,no,no,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,326907
31_60,no,no,no,16years,white,no,17_33,0_1,0_2,0_61,northcentral,323370
0_30,no,no,no,12years,white,no,0_16,0_1,3_5,0_61,northcentral,143750
0_30,yes,no,yes,12years,white,no,0_16,0_1,3_5,0_61,northcentral,143750
31_60,yes,yes,yes,12years,white,no,34_max,0_1,0_2,0_61,northcentral,152308
31_60,yes,yes,yes,>16years,white,no,17_33,0_1,0_2,0_61,northcentral,163525
31_60,yes,yes,yes,16years,white,no,17_33,0_1,0_2,0_61,northcentral,163525
0_30,no,yes,no,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,164342
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,163525
0_30,no,no,yes,12years,white,no,0_16,0_1,0_2,0_61,northcentral,164342
31_60,no,yes,yes,12years,white,no,0_16,0_1,0_2,0_61,northcentral,117232
0_30,no,no,no,12years,white,no,0_16,2_3,0_2,0_61,northcentral,63522
0_30,no,yes,no,13-15years,white,no,34_max,0_1,0_2,0_61,northcentral,124211
31_60,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,northcentral,160001
31_60,no,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,175542
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,182011
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,157531
31_60,yes,no,yes,16years,white,no,34_max,0_1,0_2,0_61,northcentral,173746
0_30,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,237796
31_60,no,yes,no,9-11years,white,yes,0_16,0_1,0_2,0_61,northcentral,112691
61_max,yes,no,yes,16years,white,no,0_16,0_1,0_2,0_61,northcentral,135038
31_60,no,yes,yes,>16years,white,no,17_33,0_1,0_2,0_61,northcentral,129590
31_60,yes,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,129590
0_30,yes,no,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,135836
0_30,yes,no,yes,16years,white,no,17_33,0_1,3_5,0_61,northcentral,129590
31_60,no,yes,no,>16years,black,no,17_33,0_1,0_2,0_61,northcentral,112568
0_30,no,yes,no,13-15years,white,no,34_max,0_1,0_2,0_61,northcentral,132597
31_60,no,no,yes,12years,black,no,0_16,0_1,0_2,0_61,northcentral,194487
0_30,no,no,no,12years,white,no,17_33,0_1,0_2,0_61,northcentral,135836
0_30,no,no,no,13-15years,white,no,0_16,0_1,0_2,62_122,northcentral,118118
31_60,yes,no,yes,16years,white,no,0_16,2_3,0_2,0_61,northcentral,113589
31_60,no,yes,no,16years,white,no,17_33,0_1,0_2,0_61,northcentral,120351
31_60,no,yes,yes,13-15years,white,no,17_33,0_1,0_2,0_61,northcentral,124622
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,135621
31_60,no,yes,no,12years,white,no,0_16,0_1,0_2,0_61,northcentral,135621
31_60,no,yes,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,258265
31_60,yes,no,yes,13-15years,white,no,34_max,0_1,0_2,0_61,northcentral,134497
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,northcentral,124378
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,142196
0_30,yes,no,yes,13-15years,white,no,0_16,0_1,0_2,0_61,northcentral,144974
31_60,yes,no,yes,12years,white,no,17_33,0_1,0_2,0_61,northcentral,186013
0_30,no,no,yes,13-15years,black,no,17_33,0_1,0_2,0_61,northcentral,155836
0_30,yes,no,yes,12years,black,no,17_33,0_1,0_2,0_61,northcentral,164225
0_30,yes,no,yes,12years,white,no,0_16,0_1,0_2,0_61,northcentral,165395
31_60,no,no,no,12years,white,no,17_33,0_1,3_5,0_61,northcentral,165395
